,sentence,sector,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9
129,"Public and private sector cooperation

With regard to public–private partnerships, the Government will establish an institutionalised public–private dialogue platform.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.03199650044226748,0.0,0.0
130,"Frequent meetings will be arranged through workshops, investment planning sessions, and information briefings.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.13867310934529908,0.0,0.0
131,This dialogue will enable both the public and the private sector to in-vest in various industries in the economy in order to accelerate growth and job creation.,1,0.0,0.0,0.0,0.041509618583026014,0.041509618583026014,0.0,0.030576689663757612,0.0,0.0
132,"The platform will not only facilitate private sector participation, but it will also support Government’s efforts to expand the provision of goods and ser-vices, enhance the extension of business loans, establish additional economic infrastructure, and broaden the development of skills according to capabilities, areas of expertise, and interests.",1,0.0,0.02492401215805471,0.06241569464555248,0.0,0.06475124435761498,0.0,0.07118227735551869,0.06227588576902803,0.0
133,"Incentive regime

During the NDP4 phase, the current incentive regime will be reviewed in order to streamline it and effectively respond to industry development as targeted.",1,0.0,0.0,0.0,0.04492382963530954,0.08961329561854448,0.0,0.0,0.0,0.0
134,"The incentive regime will not necessarily only be tax-based, but will consider broader support measures as well, as a carrot-and-stick approach to entice in-dustries to develop in a particular direction.",1,0.0,0.0,0.08381536138117046,0.04218613822252778,0.04218613822252778,0.0,0.06982510499236579,0.1893200070259823,0.0
135,"Good governance

The Government is also required to be fully committed to addressing corruption at all levels.",1,0.0,0.12029518377643596,0.0,0.0,0.0,0.0,0.061326625847679325,0.11900821094322907,0.0
136,"In this regard, the Anti-Corruption Commission, in liaison with ex-isting structures such as the Namibian Police, the courts, the Ombudsman, and Parliament, should forcefully deal with corruption with a view to root it out.",1,0.0,0.0,0.036397007583433914,0.0,0.0,0.0,0.03515151515151515,0.03282051282051282,0.0
137,"In addition, institutions within the public and private sectors should constantly be encouraged to adhere to the principles of good corporate governance.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,"Moreo-ver, a code of ethical conduct should be set up as regards service delivery, which emphasises adherence to the principles of good corporate governance, in-creased transparency, openness, accountability and increased participation by citizens in order to prevent and expose corrupt practices.",1,0.04555223136781498,0.04667420750987939,0.03285024154589372,0.03354312612769779,0.13554936433975037,0.0,0.2522081128885892,0.20673163707752792,0.03838492840125615
139,"Table 16 (page 42) shows some challenges that obtain in respect of the institu-tional environment at the beginning of the NDP4 cycle, the implications of not addressing them, and the strategy proposed to mitigate them.",1,0.0,0.0,0.0,0.0,0.04415044635639785,0.19615498931629125,0.20207106737769764,0.0,0.18218729657859867
140,"Education

Since independence in 1990, Namibia has invested significantly in the education sector.",2,0.0,0.0,0.0,0.0,0.0,0.0,0.17316017316017315,0.0,0.0
141,"Education has, in fact, received the lion’s share of the National Budget almost every year.",2,0.0,0.10149568000122884,0.055636791974646625,0.0,0.0,0.0,0.15377977211345342,0.0,0.0
142,"Despite this, there is broad consensus in Namibia that the education system remains weak by international standards, and requires signifi-cant intervention as a primary priority for the future of the country.",2,0.0,0.03152709359605911,0.03765482717206716,0.043557168784029036,0.043557168784029036,0.0,0.14971892523593885,0.029039521546899923,0.0
143,"This view is supported by many businesses and industries (>>) as well as a number of top politicians and Government officials, including the President, the Prime Minister and the Minister of Education (>>).",2,0.0,0.0,0.0,0.0,0.0,0.05185185185185185,0.06287318883559526,0.0,0.04793028322440087
144,"The problems associated with the education system are extensive, and range from a lack of quality to a lack of infrastructure and information and communica-tion technology (ICT).",2,0.0,0.0,0.0,0.0,0.039508952555283146,0.0,0.15676690128262766,0.06267806267806268,0.0
145,"While some advances have been seen over the past 21 years, these have been limited.",2,0.0,0.45714285714285713,0.10442741982882998,0.0,0.0,0.0,0.0,0.0,0.0
146,"Many regard them as inadequate, in that they have not given the system the reform it has sought.",2,0.0,0.0,0.0,0.0,0.0,0.0,0.229954715852298,0.0,0.0
147,"Since education, as with any training, is a direct skills transfer, it is critical that those with the immense re-sponsibility of educating the nation, and of ensuring that skills are efficiently transferred, are in fact equipped to do so.",2,0.0,0.0406015037593985,0.0,0.0,0.045353882804045474,0.0,0.24191548706479873,0.037788368252772604,0.0
148,"One great challenge associated with education is the fact that it is a long-term investment, with results rarely seen overnight.",2,0.0,0.0,0.0,0.0,0.0,0.0,0.12136397868795201,0.0,0.0
149,"Education requires continued outlay in both money and time and, thus, remains a public and private cost that is unlikely to disappear or dissipate over time.",2,0.0,0.034714458839626365,0.041087161428543274,0.0,0.0,0.0,0.32507992959818066,0.0,0.0
150,"As such, it is important to ensure that we achieve the intended returns on these investments, so that this expendi-ture requirement remains manageable and its yields positive.",2,0.0,0.0,0.04805491990846682,0.0,0.0,0.0,0.03723597964636222,0.11341543744990161,0.0
151,"A number of challenges have been identified in the education system, but these can be broadly grouped into two overarching categories, namely quality in the system across all layers and segments, and the mismatch between the demand for and supply of skills in the country.",2,0.0,0.0328042328042328,0.0,0.0,0.16788063078864082,0.05185185185185185,0.24619373522518803,0.06267806267806268,0.04793028322440087
152,"Since independence, the Namibian education system has often failed to deliver quality in its graduates.",2,0.07692307692307693,0.1054945054945055,0.06020066889632107,0.0,0.0,0.0,0.1960080891985151,0.10256410256410256,0.0
153,Issues surrounding the quality of education provision persist at practically every level and in almost every type of training institution.,2,0.0,0.11859518905678239,0.0,0.0,0.04802175826310698,0.06274509803921569,0.13368983957219252,0.15796962651772595,0.11307475764251444
154,"Passing standards are generally low, and the knowledge required to achieve the-se marks is often considered insufficient by global standards.",2,0.06787330316742081,0.16831103229093158,0.08936182996001131,0.0,0.0,0.12448946807508449,0.0,0.0,0.10961131362623468
155,"Southern African Consortium for Monitoring Education Quality (SACMEQ) results show that Na-mibia spends significantly on education; however, the returns on its investment in the form of marks attained remain relatively low.",2,0.0,0.0656084656084656,0.0,0.0,0.0,0.0,0.09613066087506117,0.06267806267806268,0.0
156,"Clearly, therefore, current and projected future demand for skills is poorly catered for by educational insti-tutions.",2,0.0,0.0,0.0,0.0,0.0637105337662516,0.0,0.0,0.0,0.0
157,The challenges relating to the quality of education start with the limited access to early childhood development (ECD) services.,2,0.0,0.0,0.0,0.0,0.09812714923666165,0.0,0.26338253881059287,0.3340701610640599,0.0
158,ECD refers to the growth and change that take place from preconception until the age of 6.,2,0.0,0.23896103896103896,0.0,0.0,0.0,0.06758196647247622,0.0,0.10537441766766788,0.06421815818651587
159,"In these early years, the most critical neurological development takes place, with the most significant brain growth occurring in the first three years of life.",2,0.0,0.6247783318219904,0.0,0.0,0.04284359673610132,0.04886436969473811,0.0,0.06249161117334739,0.04538486349356481
160,"As at 2012, there are no Government-owned ECD centres in the country.",2,0.0,0.3366765528662255,0.0,0.0,0.09774436090225563,0.0,0.07509382756858693,0.0,0.0
161,There are no legal regu-lations for ECD centres; there are few qualified teachers/educarers trained in ECD; and there is a severe undervaluation of ECD-trained individuals – leading to underpayment and limited incentive to work in this field.,2,0.0,0.03039043336784443,0.0,0.0,0.0854432467699963,0.046484461712656945,0.11338356384143486,0.07841214303901191,0.042880051579857345
162,ECD is generally under-valued and often misunderstood.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,"Moreover, investment in ECD is low – although the potential returns of quality ECD have been shown to be very high.",2,0.0,0.2297510323005744,0.0,0.0,0.0,0.0,0.05442181640622172,0.37579860481491817,0.0
164,"Similarly, numeracy and literacy tests by bodies such as SACMEQ illustrate that, while investment in primary education is relatively high in Namibia, quality out-comes remain a problem.",2,0.0,0.06649582909186674,0.0,0.0,0.0,0.0,0.03689064558629776,0.06911928651059086,0.0
165,"Thus, getting value for money by way of the efficient use of resources continues to present a challenge.",2,0.0,0.0,0.20399372560568138,0.051804838792673086,0.11145396159969062,0.061354575880709236,0.08458476926097189,0.04012072299708217,0.0
166,Senior secondary is the last step in the formal school education process before students enrol for tertiary education or enter the workforce.,2,0.05846153846153846,0.13714285714285715,0.04173913043478261,0.0,0.04631578947368421,0.05333333333333334,0.17333378854760514,0.0,0.04941176470588235
167,A Grade 10 qualifi-cation is generally considered to be insufficient to enter skilled employment.,2,0.0,0.1028971200071167,0.0,0.0,0.07177033492822966,0.0,0.05391213852694147,0.15326604724587758,0.0
168,"Currently, however, an insufficient number of students obtain their Grade 12 qualification for a number of reasons, including a lack of space at upper second-ary level, non-achievement of a Grade 10 pass, and the legacy of substandard education at lower levels.",2,0.0,0.178535346746423,0.02934101853243469,0.0,0.0,0.16820722369649468,0.026779422128259338,0.17020941797694386,0.29639930569292366
169,"However, if the Grade 10 pass rate were to increase dramatically, serious capacity constraints at Grade 12 level would be exposed.",2,0.18640952577769473,0.1640388869678672,0.04842749927474574,0.0,0.0,0.0,0.0,0.16066108477335925,0.2184221124440562
170,"Hence, while efforts aimed at improving the Grade 10 pass rate should continue, additional capacity should simultaneously be developed in Grades 11 and 12 to accommodate more students at those levels.",2,0.16168173154187812,0.19684666436144072,0.040052818949037824,0.0,0.0,0.0,0.0,0.22357828884807054,0.18526875609094054
171,The provision of vocational and technical education remains another serious challenge in Namibia.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.10722610722610723,0.0,0.0
172,The perception of vocational and technical education as being a second-rate alternative to a purely academic tertiary education is inaccu-rate and unfounded.,2,0.31261224819861855,0.0,0.0,0.0,0.0,0.0,0.07378129117259552,0.0,0.0
173,"While the number of VET and community skills develop-ment centres gradually increased under the NDP3, quality remains a concern and will be addressed under the NDP4.",2,0.0,0.03913767981418124,0.0,0.0,0.05263157894736842,0.05964912280701754,0.04146730462519936,0.11740890688259109,0.05572755417956656
174,"Furthermore, there are simply an insuffi-cient number of private vocational or technical centres in the country.",2,0.0,0.18704252937012528,0.0,0.0,0.05964912280701754,0.06666666666666667,0.0,0.0,0.06274509803921569
175,"R&D, too, is underdeveloped in Namibia, with few institutions carrying out R&D on a significant scale, resulting in low levels of product development.",2,0.0,0.3022707502417755,0.0,0.0,0.04692393928239669,0.053219311856145764,0.0,0.06811654178987453,0.0497204643638732
176,"Moreover, there is limited tracking of funds spent on R&D in the country.",2,0.0,0.06984126984126984,0.0,0.0,0.0,0.08169996301012433,0.0,0.0,0.07809555287732473
177,"Conversely, for example, our neighbours Botswana and South Africa spend approximately 0.5 and 0.9%, respectively, of GDP on R&D.",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,"Based on the above analysis of the current situation and the challenges we face in education and skills development, the following desired outcome under the NDP4 is proposed:
Namibia is characterised by a high-quality and internationally recognised education system that capacitates the population to meet current and future market demands for skills and innovation.",2,0.0,0.05131271806902671,0.030053995879413497,0.03528751366080167,0.07079752176639915,0.0,0.20860923187140354,0.16862403277844304,0.0
179,"By 2017, we see an in-crease from the 2011 level of 17.9% to 25.0% in respect of Grade 10 stu-dents achieving a pass mark (30 points overall, and at least an F for Eng-lish).",2,0.0,0.20861537930905263,0.07221936846287522,0.0,0.0,0.0,0.0,0.10909086003129331,0.16685022478365405
180,We also see an increase from the 2011 level of 29.5% to 45.0% in respect of students receiving a mark of at least 25 points overall at Grade 12 level.,2,0.0,0.4679984805928588,0.04395043763567114,0.0,0.0,0.0,0.0,0.34058270894937265,0.0
181,"In line with the two key challenges, strategies and actions in the education sys-tem will be designed around improving quality and addressing the mismatch between the demand for and supply of skills.",2,0.0,0.03327367739963808,0.04015788651680459,0.0,0.22230291439965247,0.0,0.2389136135909934,0.06911928651059086,0.05115089514066496
182,"With regard to general quality improvement, the strategies and activities to be pursued will include –

	improved learning standards and curricular development

	teacher development

	improved availability of textbooks and materials

	improved stringent learner assessment

	improved hard and soft infrastructure, and improved alignment between market demand and institutional supply by ensuring that curricula are de-signed with input from employers.",2,0.0,0.0,0.0,0.0,0.15707229581094564,0.0,0.1950362164415276,0.09742526171492015,0.03319962158665359
183,One key aspect across all levels of education is the quality of skills in those who are engaged in the business of transferring knowledge.,2,0.0,0.09085230662835724,0.0,0.0,0.0,0.0,0.0,0.38364052154304873,0.0
184,"To this end, stringent standards for teachers should be set and adherence to them monitored.",2,0.0,0.13968253968253969,0.07729468599033816,0.0,0.0,0.08888888888888889,0.0,0.0,0.08496732026143791
185,"Fur-thermore, in order to attract educators of a high standard to the profession, it is critical to address negative perceptions that there are those whose poor achievements, especially in science subjects, use the teaching profession as a fallback position.",2,0.0,0.05131271806902671,0.0,0.03569623219670542,0.03569623219670542,0.0,0.11103350623386625,0.05179504366492735,0.0375585767241531
186,"Therefore, there is a need to improve the career prospects for educators whose standards are consistently high.",2,0.0,0.12891528551909798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Such enhancements will pro-vide the required incentive for educators to remain in the profession.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0572745108701378,0.0,0.0
188,"Further-more, the entry requirements for teacher training courses should be more strin-gent to ensure that teaching standards are kept high by new entrants to the pro-fession, and that becoming a teacher is not a career of last resort.",2,0.05570291777188329,0.1843021082862744,0.038980509745127435,0.0,0.03753424783783074,0.05057471264367816,0.19159017426320663,0.11978739333531242,0.04665314401622718
189,"One of the key focus areas under the NDP4, as indicated by DO2, will be a signifi-cant increase in the percentage of children that meet the entry requirement for VET and other tertiary institutions.",2,0.05300971078657619,0.06857142857142857,0.0,0.0,0.0,0.0,0.03488247262040842,0.1307796482531411,0.0
190,"In this regard, elements of the strategic focus will include –

	increasing the availability of opportunities and places in senior secondary education

	improving the conditions of service for teachers as well as the quality of the education they need to provide in the secondary phase, and

	improving the availability of secondary education textbooks and other teaching and learning materials.",2,0.0,0.04422009370344311,0.031817068105652054,0.032642509263749356,0.10025247669048583,0.0,0.2563903699565028,0.1865629651036193,0.18685331781332437
191,"Regarding the alignment of demand and supply, based on the Human Resources Development Plan, key areas of skills shortages will be identified and targeted for development over the next five years, with specific strategies that will in-clude the following components:

	Linking VET as well as technical education in general to envisaged priority areas, starting off with tourism, logistics, mining, and manufacturing

	Increasing the provision of opportunities for VET and technical education, targeting the entire country, but impoverished areas in particular

	Introducing competency-based education and training

	Upgrading educator qualifications and expand throughputs of students undertaking studies to become educators.",2,0.0,0.20309810671256454,0.027379181700632905,0.0,0.21021357469122123,0.0,0.28302411623567353,0.016848740004641545,0.0
192,"Providing adequate equipment and infrastructure for VET centres, and

	Certifying acquired skills in the informal sector.",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Quality outcomes will not be confined to secondary education and VET: strate-gies to improve the quality of education at earlier stages will also be pursued.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.08293460925039872,0.15654520917678813,0.0
194,"One such strategy will be the promotion of ECD as follows:

	Provision of 100 free, Government-run, strategically located ECD centres by 2017, focusing on the poorest sections of society

	Increased provision of and support for ECD teacher training, and

	Increased ministerial capacity to implement and support ECD centres.",2,0.0,0.07802598952331471,0.16689947383088144,0.0,0.07965860597439545,0.0,0.24049056442544212,0.09335352478372316,0.0
195,"In order to better integrate ECD with other aspects of education, it is recom-mended that the responsibility for ECD is transferred from the Ministry of Gen-der Equality and Child Welfare to the Ministry of Education.",2,0.0,0.03152709359605911,0.03605522986881764,0.08184065493970172,0.039037258855510355,0.0,0.12845043612975207,0.059083320235870984,0.0
196,"Regarding pre-primary education, the strategy will be built around the following components:

	Increased availability of pre-primary and primary education

	Increased focus on quality, particularly as regards numeracy and literacy,

	Improved efficiency in the use of resources, focusing on value for money.",2,0.0,0.0,0.03346484426915831,0.0,0.07596492173809709,0.0,0.18065504460612175,0.07177691886437641,0.0
197,Senior secondary education improvements are in turn partly founded on the quality of improvements in the early stages of the education process.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2964921203890774,0.2798254035624725,0.0
198,"As such, all strategies to improve the earlier phases also speak to the overall strategies for enhancing the quality of senior secondary education.",2,0.0,0.0,0.0,0.0,0.0,0.0,0.3776143688460645,0.08446455505279035,0.0
199,"In order to fast-track students of exceptional academic ability, it is recommend-ed that centres of excellence accessible to all, with exceptionally high standards and requirements, be developed in the fields of mathematics, science and lan-guages.",2,0.0,0.08271211072737124,0.0,0.03716425906193789,0.07863156368713725,0.0,0.0,0.055944055944055944,0.0
200,"In order to increase graduates’ employability, internships and apprenticeships will be promoted to assist them in finding full-time employment.",2,0.0,0.0,0.05115089514066496,0.04994472824160884,0.1056722824211754,0.0,0.31565118208589316,0.15471789632907462,0.0
201,"In order to increase the volume and quality of R&D in the country, it is important to increase spending on R&D to at least 0.3% of GDP by 2017.",2,0.0,0.1142857142857143,0.0,0.04492382963530954,0.04492382963530954,0.0,0.0,0.20097570764730247,0.0
202,"While the Ministry of Education has the entrenched mandate to develop the country’s education system, practically every member of society – particularly industries and non-governmental organisations – will have a role to play in its improvement.",2,0.0,0.05860597795076865,0.0,0.0,0.12342488129846368,0.0,0.5180382966113249,0.23672458323485818,0.0
203,"Nonetheless, the task of coordinating educational institutions, O/ M/As, industries and other private sector businesses, so that they may play their required role in education, will continue to be the exclusive domain of the Minis-try of Education.",2,0.0,0.0,0.0,0.0,0.04483430799220273,0.0,0.09660883271392078,0.08092163257731352,0.0
204,"Internal M&E also falls to this Ministry, with higher-level M&E being carried out by NPC and the Office of the Prime Minister.",2,0.0,0.07526490107937436,0.0,0.0,0.0,0.0,0.03845436427667136,0.10994797668713491,0.0
205,"Health


A healthy population is an end in itself and one of the basic requirements for quality of life.",3,0.0,0.09867474520124796,0.0,0.06477732793522267,0.0,0.06370172891378814,0.10722610722610723,0.3076923076923077,0.06022222271261484
206,"Furthermore, a healthy population is one of the core foundations for economic growth and development, helping to increase worker productivity and investment as well as reap the benefits of investments in education.",3,0.0,0.0,0.036142987438100765,0.0,0.0848065525660962,0.0,0.03367003367003367,0.0,0.0
207,"Vision 2030 outlines a vision for a healthy, food-secure and breastfeeding nation, in which all preventable, infectious and parasitic diseases are under secure con-trol and in which people enjoy a high standard of living, with access to quality health services.",3,0.047471569597937836,0.17748886856396567,0.12940162348081713,0.07827260458839407,0.10470192889670266,0.0,0.21914556365026894,0.2541103633566591,0.0
208,Table 21 summarises the health sector’s performance under the NDP3 in terms of the set primary health targets.,3,0.0,0.03537194172582671,0.0418653416561717,0.10526315789473684,0.0,0.0564495564153045,0.2044281451031818,0.15654520917678813,0.05273833990357168
209,"Infant mortality rate (per 1,000 births).",3,1.26823869876917,0.6521222483078639,0.09316770186335403,0.2740797280452107,0.0,0.0,0.0,0.0,0.0
210,Number of people with advanced HIV infection receiving anti-retroviral therapy.,3,0.07120735439690676,0.14252664547889748,0.10874867137504926,0.062446148544364706,0.062446148544364706,0.07179487179487179,0.19277876683168904,0.04769687820778681,0.06787330316742081
211,"Malaria mortality (per 100,000 population).",3,0.376634415736005,0.22857142857142856,0.12173913043478261,0.12631578947368421,0.0,0.0,0.0,0.0,0.0
212,Population with sustainable access to safe water (%).,3,0.0,0.0,0.07729468599033816,0.0,0.0,0.0,0.0707070707070707,0.20512820512820515,0.24200723576204572
213,Population with access to improved sanitation (%).,3,0.0,0.0,0.0,0.0,0.0,0.0,0.11515151515151516,0.22564102564102564,0.11421797939601878
214,HIV prevalence among pregnant women (%).,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,"As can be seen, performance on the whole has been encouraging, especially in relation to the high-level outcome targets such as life expectancy, infant mortali-ty, and malaria mortality.",3,0.15151959253747327,0.4564355943654972,0.17284938142438486,0.043557168784029036,0.03961773602734317,0.1418776780294933,0.0301209652106159,0.05232257550090243,0.08554480468802113
216,"HIV prevalence among pregnant women has also fallen since the highs of 2000, although the percentage for 2010 is still considerable at 18.8%.",3,0.0697496194560213,0.09736259325917888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,"Health remains a top Government priority, as demonstrated by the fact that the Ministry of Health and Social Services received the fourth largest share of the National Budget in 2010/11, after the Ministry of Education, the Ministry of Fi-nance, and the Ministry of Defence.",3,0.0,0.025691738687906314,0.03258010340857685,0.07965860597439545,0.03462290936685137,0.0,0.3338319186390929,0.2083101583468945,0.0
218,"However, spending on health is still low by global standards, at an estimated US$284 per head for total health spending in 2008, i.e. 6.9% of GDP.",3,0.06227106227106227,0.0761904761904762,0.0,0.10025062656641603,0.0,0.11428571428571428,0.15584415584415584,0.14652014652014653,0.05322128851540616
219,"According to the WHO World Health Statistics (2011) sev-eral other southern African countries – including Botswana (7.6%), Malawi (9.1%) and South Africa (8.2%) – spend more, both in absolute terms and as a proportion of GDP.",3,0.05570291777188329,0.03152709359605911,0.0,0.043557168784029036,0.0,0.0,0.09235040297698077,0.060123784261715295,0.0
220,"However, spending on health has led to an improvement in terms of outputs to improve health, such as the establishment of a Medical School and a Cardiology Unit at Windhoek’s State Hospital, an increased number of births attended by skilled health professionals, and improved ART and immunisation coverage.",3,0.05128205128205128,0.08131868131868132,0.03455964325529543,0.11740890688259109,0.0,0.046153846153846156,0.26686809722284366,0.24551309639248103,0.042232277526395176
221,"The-se outputs have had a noticeable impact on outcomes, although there is still sig-nificant scope for improvement.",3,0.0,0.0,0.0,0.0,0.047658322821745036,0.0,0.1147509251027968,0.10874856902049668,0.0
222,"For example, life expectancy and maternal mor-tality both improved over NDP3, but are now only at the same levels as at inde-pendence.",3,0.06787330316742081,0.15701015568236898,0.0,0.0,0.0,0.055672099218772836,0.0,0.0735050714649356,0.05219259301759953
223,"Life expectancy fell from 60, in 1990, to around 53 in 2000, but has since returned to around 60.",3,0.0,0.33850919534317003,0.0,0.0,0.0,0.17745481625983842,0.0,0.0,0.1739753100586651
224,"Similarly, maternal mortality increased from 180 per 100,000 births in 1990 to 220 in 2000, before improving again to around 180 in recent years.",3,0.4437736061265371,0.5587301587301587,0.07729468599033816,0.08187134502923976,0.0,0.0,0.0,0.0,0.0
225,"Furthermore, the prevalence of tuberculosis has been increas-ing over recent years, and the prevalence of HIV and AIDS in general remains unacceptably high.",3,0.0,0.23734959011209356,0.2719239423386111,0.05084163911694088,0.05084163911694088,0.0,0.1900791976812849,0.1793942723678399,0.0
226,"There are a wide range of broad challenges which impact on health outcomes, both within the health sector and in other sectors; factors such as malnutrition, sanitation, education, infrastructure and poverty.",3,0.0,0.0,0.0,0.08711433756805807,0.0,0.0,0.1619644723092999,0.12024756852343059,0.041175760597310845
227,"For example, stunting, largely due to malnutrition, is a major issue in Namibia, affecting around 30% of under 5s in Namibia.",3,0.0,0.05923826083624662,0.0,0.0,0.0,0.07878787878787878,0.0,0.0,0.14391332790865474
228,These challenges are addressed in other parts of the plan but it is important to bear in mind the impact that improvements in these areas will have on health.,3,0.06477732793522267,0.15932797173026922,0.09246674508121105,0.05263157894736842,0.0961977856485679,0.0,0.42611936060059086,0.2167837686643361,0.14763348647522548
229,"Health financing

One of the main challenges to improving health outcomes in Namibia over the NDP4 period is that of health financing.",3,0.0,0.03720358628122636,0.043549348489729856,0.16718266253869968,0.0,0.0,0.26737967914438504,0.25339366515837103,0.0
230,"Firstly, a reduction of donor support (largely as a result of Namibia’s reclassification as an ‘upper -middle income’ country) will occur during the duration of the NDP period.",3,0.0,0.10725090748040131,0.12658622700684277,0.0,0.0,0.0,0.03478282192375551,0.0649263236277774,0.0
231,The reduction in do-nor support will impact on both funding levels and technical capacity to deliver effective health services.,3,0.0,0.06993236760209076,0.09263803100024104,0.05263157894736842,0.09076233988387629,0.0,0.28210469687523415,0.40792894580133576,0.0
232,This is compounded by the fact that the Government is aiming at fiscal consolidation towards the end of the budget period (2014/15).,3,0.0,0.04490847101402472,0.051254233222528214,0.0,0.0,0.0,0.14666712711017865,0.0,0.0
233,"A further finance challenge is that of the efficient use of resources, through appro-priate resource allocation and value for money of service delivery.",3,0.05531830196091475,0.06620634869607891,0.08575366343971816,0.0,0.08982821273151576,0.0,0.28353516198494577,0.26561947867271024,0.0
234,"It is worth noting that the reduced levels of donor support, whilst a threat to the provision of vital health services, could also represent an opportunity in that coordination may be easier with a smaller number of stakeholders.",3,0.0,0.054302528099707766,0.07514480675553215,0.043557168784029036,0.03786347723862563,0.05057471264367816,0.25276380488561717,0.31003101618604934,0.04665314401622718
235,Thus there is an oppor-tunity to strengthen national capacity of coordination at all levels.,3,0.0,0.1028971200071167,0.0,0.0,0.0,0.0,0.06060606060606061,0.10142745250843385,0.0
236,"Access to health services

Another main category of challenge is that of access to health services.",3,0.0,0.0,0.0,0.11145510835913312,0.09688595646354208,0.0,0.6604549171933782,0.6681403221281198,0.0
237,"Access is difficult due to the sparsely distributed population of Namibia, which makes it difficult to not only provide health service, but also adds additional transport costs to those who want to access services.",3,0.0,0.0,0.0,0.04483430799220273,0.07794734357457808,0.0,0.42842821262164577,0.4614458605797484,0.043287674728913636
238,These extra transport costs are a particularly difficult barrier for those in poverty.,3,0.0,0.0,0.0,0.0,0.0,0.07178898505561775,0.054770277154149755,0.052663728032836296,0.0682157776546594
239,"Infrastructure, such as the road network and power supply, also impacts on access to key health services.",3,0.0,0.038235644966297146,0.0,0.05572755417956656,0.09796820198117472,0.06274509803921569,0.30794581866799037,0.3340701610640599,0.0
240,"A broader challenge relating to the access and use of health services is that of cul-ture; cultural factors often influence the populations decision to use health services or not, for example, whether to have a baby in a hospital or at home in the village or whether to take or reject ART.",3,0.0,0.027106227106227107,0.031128253811126733,0.11399808312159583,0.21655406329135363,0.0,0.4851527701717397,0.49093761526509033,0.0
241,"In terms of affordability as a constraint to access, the exemptions of vulnerable persons from paying fees should be ade-quately enforced.",3,0.0,0.0,0.0,0.0,0.0,0.0,0.08994804012099125,0.09230769230769231,0.0
242,"Availability of health professionals

Another broad challenge relating to improved health outcomes is the availability of key health professionals.",3,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.24880382775119617,0.23481781376518218,0.0
243,"This relates not only to the miss-match of the supply and demand for skills in the health sector, but also attracting and retaining hu-man resource for health in the public sector.",3,0.0,0.0,0.0,0.10025062656641603,0.18769263069537484,0.0,0.1912609052175754,0.14652014652014653,0.0
244,"Governance

Governance is also a challenge in the health sector in Namibia.",3,0.0,0.0,0.0,0.08187134502923976,0.0,0.0,0.1414141414141414,0.13675213675213677,0.0
245,Partnership and coordination between the main stakeholders in the health sector is not being carried out adequately.,3,0.0,0.0,0.0,0.07177033492822966,0.0,0.0,0.12121212121212122,0.11655011655011654,0.0
246,"Improved Governance would help enhance delivery across private, public and NGO providers.",3,0.07711036030915389,0.1097904653925572,0.0,0.0,0.0,0.0,0.057764898134421705,0.05554317128309779,0.0
247,Accountability is another issue that requires attention as the level of infrastructure and service provision is often reported as being inadequate.,3,0.0,0.12923834704905773,0.05507246376811594,0.057620524332533,0.10947245288431756,0.06666666666666667,0.28656020222592504,0.3069599656594353,0.12061307481868207
248,"HIV/AIDS and TB

Certain diseases remain a key barrier for progress on morbidity and mortality in Namibia.",3,0.1762032354320491,0.081203007518797,0.3158939399821905,0.15610479701167773,0.05084163911694088,0.0,0.11795305947240825,0.11132256204644447,0.0
249,Both communicable and non-communicable diseases are at unaccepta-bly high levels.,3,0.0,0.3764297997750723,0.3458106174043881,0.19433198380566802,0.0,0.0,0.0,0.08925615820742179,0.0
250,"In particular, HIV/AIDS remains one of the fundamental challeng-es, and the high prevalence has a devastating effect on not only overall mortality but also maternal/child mortality rates.",3,0.8125988379362797,0.3429330023471331,0.11390112223178155,0.2138613345199641,0.04330954443294964,0.0,0.09577385170836568,0.0891433542824019,0.0
251,"Given limited resources, the Govern-ment should target key epidemic drivers and most at risk population groups.",3,0.0,0.03537194172582671,0.1373104439918512,0.0,0.0,0.05482497517784659,0.03534435950720501,0.0,0.05122056504504698
252,"Another cause for concern is the prevalence of TB, which has only shown a mar-ginal decrease over the last 10 years.",3,0.06787330316742081,0.42602534221866667,0.19587232103516386,0.0,0.0,0.22983009894361056,0.044563279857397504,0.07948967850936385,0.16173094710431374
