,sentence,sector,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9
182,"Since education, as with any training, is a direct skills transfer, it is critical that those with the immense re-sponsibility of educating the nation, and of ensuring that skills are efficiently transferred, are in fact equipped to do so.",2,0,0.040601504,0,0,0.045353883,0,0.241915487,0.037788368,0
183,"One great challenge associated with education is the fact that it is a long-term investment, with results rarely seen overnight.",2,0,0,0,0,0,0,0.121363979,0,0
184,"Education requires continued outlay in both money and time and, thus, remains a public and private cost that is unlikely to disappear or dissipate over time.",2,0,0.034714459,0.041087161,0,0,0,0.32507993,0,0
185,"As such, it is important to ensure that we achieve the intended returns on these investments, so that this expendi-ture requirement remains manageable and its yields positive.",2,0,0,0.04805492,0,0,0,0.03723598,0.113415437,0
186,"A number of challenges have been identified in the education system, but these can be broadly grouped into two overarching categories, namely quality in the system across all layers and segments, and the mismatch between the demand for and supply of skills in the country.",2,0,0.032804233,0,0,0.167880631,0.051851852,0.246193735,0.062678063,0.047930283
187,"Since independence, the Namibian education system has often failed to deliver quality in its graduates.",2,0.076923077,0.105494505,0.060200669,0,0,0,0.196008089,0.102564103,0
188,Issues surrounding the quality of education provision persist at practically every level and in almost every type of training institution.,2,0,0.118595189,0,0,0.048021758,0.062745098,0.13368984,0.157969627,0.113074758
189,"Passing standards are generally low, and the knowledge required to achieve the-se marks is often considered insufficient by global standards.",2,0.067873303,0.168311032,0.08936183,0,0,0.124489468,0,0,0.109611314
190,"Southern African Consortium for Monitoring Education Quality (SACMEQ) results show that Na-mibia spends significantly on education; however, the returns on its investment in the form of marks attained remain relatively low.",2,0,0.065608466,0,0,0,0,0.096130661,0.062678063,0
191,"Clearly, therefore, current and projected future demand for skills is poorly catered for by educational insti-tutions.",2,0,0,0,0,0.063710534,0,0,0,0
192,The challenges relating to the quality of education start with the limited access to early childhood development (ECD) services.,2,0,0,0,0,0.098127149,0,0.263382539,0.334070161,0
193,ECD refers to the growth and change that take place from preconception until the age of 6.,2,0,0.238961039,0,0,0,0.067581966,0,0.105374418,0.064218158
194,"In these early years, the most critical neurological development takes place, with the most significant brain growth occurring in the first three years of life.",2,0,0.624778332,0,0,0.042843597,0.04886437,0,0.062491611,0.045384863
195,"As at 2012, there are no Government-owned ECD centres in the country.",2,0,0.336676553,0,0,0.097744361,0,0.075093828,0,0
196,There are no legal regu-lations for ECD centres; there are few qualified teachers/educarers trained in ECD; and there is a severe undervaluation of ECD-trained individuals ‰ÛÒ leading to underpayment and limited incentive to work in this field.,2,0,0.030390433,0,0,0.085443247,0.046484462,0.113383564,0.078412143,0.042880052
197,ECD is generally under-valued and often misunderstood.,2,0,0,0,0,0,0,0,0,0
198,"Moreover, investment in ECD is low ‰ÛÒ although the potential returns of quality ECD have been shown to be very high.",2,0,0.229751032,0,0,0,0,0.054421816,0.375798605,0
199,"Similarly, numeracy and literacy tests by bodies such as SACMEQ illustrate that, while investment in primary education is relatively high in Namibia, quality out-comes remain a problem.",2,0,0.066495829,0,0,0,0,0.036890646,0.069119287,0
200,"Thus, getting value for money by way of the efficient use of resources continues to present a challenge.",2,0,0,0.203993726,0.051804839,0.111453962,0.061354576,0.084584769,0.040120723,0
201,Senior secondary is the last step in the formal school education process before students enrol for tertiary education or enter the workforce.,2,0.058461538,0.137142857,0.04173913,0,0.046315789,0.053333333,0.173333789,0,0.049411765
202,A Grade 10 qualifi-cation is generally considered to be insufficient to enter skilled employment.,2,0,0.10289712,0,0,0.071770335,0,0.053912139,0.153266047,0
203,"Currently, however, an insufficient number of students obtain their Grade 12 qualification for a number of reasons, including a lack of space at upper second-ary level, non-achievement of a Grade 10 pass, and the legacy of substandard education at lower levels.",2,0,0.178535347,0.029341019,0,0,0.168207224,0.026779422,0.170209418,0.296399306
204,"However, if the Grade 10 pass rate were to increase dramatically, serious capacity constraints at Grade 12 level would be exposed.",2,0.186409526,0.164038887,0.048427499,0,0,0,0,0.160661085,0.218422112
205,"Hence, while efforts aimed at improving the Grade 10 pass rate should continue, additional capacity should simultaneously be developed in Grades 11 and 12 to accommodate more students at those levels.",2,0.161681732,0.196846664,0.040052819,0,0,0,0,0.223578289,0.185268756
206,The provision of vocational and technical education remains another serious challenge in Namibia.,2,0,0,0,0,0,0,0.107226107,0,0
207,The perception of vocational and technical education as being a second-rate alternative to a purely academic tertiary education is inaccu-rate and unfounded.,2,0.312612248,0,0,0,0,0,0.073781291,0,0
208,"While the number of VET and community skills develop-ment centres gradually increased under the NDP3, quality remains a concern and will be addressed under the NDP4.",2,0,0.03913768,0,0,0.052631579,0.059649123,0.041467305,0.117408907,0.055727554
209,"Furthermore, there are simply an insuffi-cient number of private vocational or technical centres in the country.",2,0,0.187042529,0,0,0.059649123,0.066666667,0,0,0.062745098
210,"R&D, too, is underdeveloped in Namibia, with few institutions carrying out R&D on a significant scale, resulting in low levels of product development.",2,0,0.30227075,0,0,0.046923939,0.053219312,0,0.068116542,0.049720464
211,"Moreover, there is limited tracking of funds spent on R&D in the country.",2,0,0.06984127,0,0,0,0.081699963,0,0,0.078095553
212,"Conversely, for example, our neighbours Botswana and South Africa spend approximately 0.5 and 0.9%, respectively, of GDP on R&D.",2,0,0,0,0,0,0,0,0,0
213,"Based on the above analysis of the current situation and the challenges we face in education and skills development, the following desired outcome under the NDP4 is proposed:",2,0,0,0.04695102,0.052847253,0.106027717,0,0.175588126,0.039347616,0
214,Namibia is characterised by a high-quality and internationally recognised education system that capacitates the population to meet current and future market demands for skills and innovation.,2,0,0.070317428,0,0,0,0,0.142440661,0.203323959,0
215,"By 2017, we see an in-crease from the 2011 level of 17.9% to 25.0% in respect of Grade 10 stu-dents achieving a pass mark (30 points overall, and at least an F for Eng-lish).",2,0,0.208615379,0.072219368,0,0,0,0,0.10909086,0.166850225
216,We also see an increase from the 2011 level of 29.5% to 45.0% in respect of students receiving a mark of at least 25 points overall at Grade 12 level.,2,0,0.467998481,0.043950438,0,0,0,0,0.340582709,0
217,"In line with the two key challenges, strategies and actions in the education sys-tem will be designed around improving quality and addressing the mismatch between the demand for and supply of skills.",2,0,0.033273677,0.040157887,0,0.222302914,0,0.238913614,0.069119287,0.051150895
218,"With regard to general quality improvement, the strategies and activities to be pursued will include ‰ÛÒ",2,0,0,0,0,0,0,0.382535999,0.266609019,0
219,"	improved learning standards and curricular development",2,0,0,0,0,0.087144459,0,0.081668907,0,0
220,"	teacher development",2,0,0,0,0,0.172054444,0,0,0,0
221,"	improved availability of textbooks and materials",2,0,0,0,0,0.084009123,0,0,0,0.08836591
222,"	improved stringent learner assessment",2,0,0,0,0,0,0,0,0,0
223,"	improved hard and soft infrastructure, and improved alignment between market demand and institutional supply by ensuring that curricula are de-signed with input from employers.",2,0,0,0,0,0.093846315,0,0.038961039,0,0
224,One key aspect across all levels of education is the quality of skills in those who are engaged in the business of transferring knowledge.,2,0,0.090852307,0,0,0,0,0,0.383640522,0
225,"To this end, stringent standards for teachers should be set and adherence to them monitored.",2,0,0.13968254,0.077294686,0,0,0.088888889,0,0,0.08496732
226,"Fur-thermore, in order to attract educators of a high standard to the profession, it is critical to address negative perceptions that there are those whose poor achievements, especially in science subjects, use the teaching profession as a fallback position.",2,0,0.051312718,0,0.035696232,0.035696232,0,0.111033506,0.051795044,0.037558577
227,"Therefore, there is a need to improve the career prospects for educators whose standards are consistently high.",2,0,0.128915286,0,0,0,0,0,0,0
228,Such enhancements will pro-vide the required incentive for educators to remain in the profession.,2,0,0,0,0,0,0,0.057274511,0,0
229,"Further-more, the entry requirements for teacher training courses should be more strin-gent to ensure that teaching standards are kept high by new entrants to the pro-fession, and that becoming a teacher is not a career of last resort.",2,0.055702918,0.184302108,0.03898051,0,0.037534248,0.050574713,0.191590174,0.119787393,0.046653144
230,"One of the key focus areas under the NDP4, as indicated by DO2, will be a signifi-cant increase in the percentage of children that meet the entry requirement for VET and other tertiary institutions.",2,0.053009711,0.068571429,0,0,0,0,0.034882473,0.130779648,0
231,"In this regard, elements of the strategic focus will include ‰ÛÒ",2,0,0,0.088839865,0,0.089277507,0,0,0,0.370759385
232,"	increasing the availability of opportunities and places in senior secondary education",2,0,0,0,0,0,0,0.070707071,0,0
233,"	improving the conditions of service for teachers as well as the quality of the education they need to provide in the secondary phase, and",2,0,0.090010132,0,0.055727162,0.056309787,0,0.355501741,0.391327195,0
234,"	improving the availability of secondary education textbooks and other teaching and learning materials.",2,0,0,0,0,0.06168502,0,0.117774296,0,0.065604994
235,"Regarding the alignment of demand and supply, based on the Human Resources Development Plan, key areas of skills shortages will be identified and targeted for development over the next five years, with specific strategies that will in-clude the following components:",2,0,0.142857143,0.035526518,0,0.263915194,0,0.249441263,0.024235354,0
236,"	Linking VET as well as technical education in general to envisaged priority areas, starting off with tourism, logistics, mining, and manufacturing",2,0,0.040601504,0,0,0.045540494,0,0.041467305,0,0
237,"	Increasing the provision of opportunities for VET and technical education, targeting the entire country, but impoverished areas in particular",2,0,0.19047619,0,0,0,0,0.096969697,0,0
238,"	Introducing competency-based education and training",2,0,0,0,0,0.108849319,0,0.460606061,0,0
239,"	Upgrading educator qualifications and expand throughputs of students undertaking studies to become educators.",2,0,0,0,0,0,0,0.054054756,0,0
240,"Providing adequate equipment and infrastructure for VET centres, and",2,0,0.067323252,0,0,0.081871345,0,0,0,0
241,"	Certifying acquired skills in the informal sector.",2,0,0,0,0,0,0,0,0,0
242,Quality outcomes will not be confined to secondary education and VET: strate-gies to improve the quality of education at earlier stages will also be pursued.,2,0,0,0,0,0,0,0.082934609,0.156545209,0
243,One such strategy will be the promotion of ECD as follows:,2,0,0,0,0,0,0,0.430302007,0,0
244,"	Provision of 100 free, Government-run, strategically located ECD centres by 2017, focusing on the poorest sections of society",2,0,0.087753413,0.048401818,0,0.059649123,0,0.090537392,0,0
245,"	Increased provision of and support for ECD teacher training, and",2,0,0,0.363199899,0,0,0,0.344138017,0.318138986,0
246,"	Increased ministerial capacity to implement and support ECD centres.",2,0,0.057586418,0.129532831,0,0.071770335,0,0.054106612,0.103291878,0
247,"In order to better integrate ECD with other aspects of education, it is recom-mended that the responsibility for ECD is transferred from the Ministry of Gen-der Equality and Child Welfare to the Ministry of Education.",2,0,0.031527094,0.03605523,0.081840655,0.039037259,0,0.128450436,0.05908332,0
248,"Regarding pre-primary education, the strategy will be built around the following components:",2,0,0,0,0,0.079624452,0,0.334927601,0,0
249,"	Increased availability of pre-primary and primary education",2,0,0,0,0,0,0,0.060606061,0,0
250,"	Increased focus on quality, particularly as regards numeracy and literacy,",2,0,0,0,0,0,0,0,0.116550117,0
251,"	Improved efficiency in the use of resources, focusing on value for money.",2,0,0,0.066264194,0,0.071770335,0,0.052683778,0.050657479,0
252,Senior secondary education improvements are in turn partly founded on the quality of improvements in the early stages of the education process.,2,0,0,0,0,0,0,0.29649212,0.279825404,0
253,"As such, all strategies to improve the earlier phases also speak to the overall strategies for enhancing the quality of senior secondary education.",2,0,0,0,0,0,0,0.377614369,0.084464555,0
254,"In order to fast-track students of exceptional academic ability, it is recommend-ed that centres of excellence accessible to all, with exceptionally high standards and requirements, be developed in the fields of mathematics, science and lan-guages.",2,0,0.082712111,0,0.037164259,0.078631564,0,0,0.055944056,0
255,"In order to increase graduates‰Ûª employability, internships and apprenticeships will be promoted to assist them in finding full-time employment.",2,0,0,0.051150895,0.049944728,0.105672282,0,0.315651182,0.154717896,0
256,"In order to increase the volume and quality of R&D in the country, it is important to increase spending on R&D to at least 0.3% of GDP by 2017.",2,0,0.114285714,0,0.04492383,0.04492383,0,0,0.200975708,0
257,"While the Ministry of Education has the entrenched mandate to develop the country‰Ûªs education system, practically every member of society ‰ÛÒ particularly industries and non-governmental organisations ‰ÛÒ will have a role to play in its improvement.",2,0,0.058605978,0,0,0.123424881,0,0.518038297,0.236724583,0
258,"Nonetheless, the task of coordinating educational institutions, O/ M/As, industries and other private sector businesses, so that they may play their required role in education, will continue to be the exclusive domain of the Minis-try of Education.",2,0,0,0,0,0.044834308,0,0.096608833,0.080921633,0
259,"Internal M&E also falls to this Ministry, with higher-level M&E being carried out by NPC and the Office of the Prime Minister.",2,0,0.075264901,0,0,0,0,0.038454364,0.109947977,0
260,Health,3,0,0,0,0.526315789,0,0,1.03030303,1.025641026,0
261,A healthy population is an end in itself and one of the basic requirements for quality of life.,3,0,0.111756624,0,0,0,0.069906443,0,0.233100233,0.066426937
262,"Furthermore, a healthy population is one of the core foundations for economic growth and development, helping to increase worker productivity and investment as well as reap the benefits of investments in education.",3,0,0,0.036142987,0,0.084806553,0,0.033670034,0,0
263,"Vision 2030 outlines a vision for a healthy, food-secure and breastfeeding nation, in which all preventable, infectious and parasitic diseases are under secure con-trol and in which people enjoy a high standard of living, with access to quality health services.",3,0.04747157,0.177488869,0.129401623,0.078272605,0.104701929,0,0.219145564,0.254110363,0
264,Table 21 summarises the health sector‰Ûªs performance under the NDP3 in terms of the set primary health targets.,3,0,0.035371942,0.041865342,0.105263158,0,0.056449556,0.204428145,0.156545209,0.05273834
265,"Infant mortality rate (per 1,000 births).",3,1.268238699,0.652122248,0.093167702,0.274079728,0,0,0,0,0
266,Number of people with advanced HIV infection receiving anti-retroviral therapy.,3,0.071207354,0.142526645,0.108748671,0.062446149,0.062446149,0.071794872,0.192778767,0.047696878,0.067873303
267,"Malaria mortality (per 100,000 population).",3,0.376634416,0.228571429,0.12173913,0.126315789,0,0,0,0,0
268,Population with sustainable access to safe water (%).,3,0,0,0.077294686,0,0,0,0.070707071,0.205128205,0.242007236
269,Population with access to improved sanitation (%).,3,0,0,0,0,0,0,0.115151515,0.225641026,0.114217979
270,HIV prevalence among pregnant women (%).,3,0,0,0,0,0,0,0,0,0
271,"As can be seen, performance on the whole has been encouraging, especially in relation to the high-level outcome targets such as life expectancy, infant mortali-ty, and malaria mortality.",3,0.151519593,0.456435594,0.172849381,0.043557169,0.039617736,0.141877678,0.030120965,0.052322576,0.085544805
272,"HIV prevalence among pregnant women has also fallen since the highs of 2000, although the percentage for 2010 is still considerable at 18.8%.",3,0.069749619,0.097362593,0,0,0,0,0,0,0
273,"Health remains a top Government priority, as demonstrated by the fact that the Ministry of Health and Social Services received the fourth largest share of the National Budget in 2010/11, after the Ministry of Education, the Ministry of Fi-nance, and the Ministry of Defence.",3,0,0.025691739,0.032580103,0.079658606,0.034622909,0,0.333831919,0.208310158,0
274,"However, spending on health is still low by global standards, at an estimated US$284 per head for total health spending in 2008, i.e. 6.9% of GDP.",3,0.062271062,0.076190476,0,0.100250627,0,0.114285714,0.155844156,0.146520147,0.053221289
275,"According to the WHO World Health Statistics (2011) sev-eral other southern African countries ‰ÛÒ including Botswana (7.6%), Malawi (9.1%) and South Africa (8.2%) ‰ÛÒ spend more, both in absolute terms and as a proportion of GDP.",3,0.055702918,0.031527094,0,0.043557169,0,0,0.092350403,0.060123784,0
276,"However, spending on health has led to an improvement in terms of outputs to improve health, such as the establishment of a Medical School and a Cardiology Unit at Windhoek‰Ûªs State Hospital, an increased number of births attended by skilled health professionals, and improved ART and immunisation coverage.",3,0.051282051,0.081318681,0.034559643,0.117408907,0,0.046153846,0.266868097,0.245513096,0.042232278
277,"The-se outputs have had a noticeable impact on outcomes, although there is still sig-nificant scope for improvement.",3,0,0,0,0,0.047658323,0,0.114750925,0.108748569,0
278,"For example, life expectancy and maternal mor-tality both improved over NDP3, but are now only at the same levels as at inde-pendence.",3,0.067873303,0.157010156,0,0,0,0.055672099,0,0.073505071,0.052192593
279,"Life expectancy fell from 60, in 1990, to around 53 in 2000, but has since returned to around 60.",3,0,0.338509195,0,0,0,0.177454816,0,0,0.17397531
280,"Similarly, maternal mortality increased from 180 per 100,000 births in 1990 to 220 in 2000, before improving again to around 180 in recent years.",3,0.443773606,0.558730159,0.077294686,0.081871345,0,0,0,0,0
281,"Furthermore, the prevalence of tuberculosis has been increas-ing over recent years, and the prevalence of HIV and AIDS in general remains unacceptably high.",3,0,0.23734959,0.271923942,0.050841639,0.050841639,0,0.190079198,0.179394272,0
282,"There are a wide range of broad challenges which impact on health outcomes, both within the health sector and in other sectors; factors such as malnutrition, sanitation, education, infrastructure and poverty.",3,0,0,0,0.087114338,0,0,0.161964472,0.120247569,0.041175761
283,"For example, stunting, largely due to malnutrition, is a major issue in Namibia, affecting around 30% of under 5s in Namibia.",3,0,0.059238261,0,0,0,0.078787879,0,0,0.143913328
284,These challenges are addressed in other parts of the plan but it is important to bear in mind the impact that improvements in these areas will have on health.,3,0.064777328,0.159327972,0.092466745,0.052631579,0.096197786,0,0.426119361,0.216783769,0.147633486
285,Health financing,3,0,0,0,0.192982456,0,0,0.363636364,0.358974359,0
286,One of the main challenges to improving health outcomes in Namibia over the NDP4 period is that of health financing.,3,0,0.04054237,0.046888132,0.119298246,0,0,0.193939394,0.184615385,0
287,"Firstly, a reduction of donor support (largely as a result of Namibia‰Ûªs reclassification as an ‰Û÷upper -middle income‰Ûª country) will occur during the duration of the NDP period.",3,0,0.107250907,0.126586227,0,0,0,0.034782822,0.064926324,0
288,The reduction in do-nor support will impact on both funding levels and technical capacity to deliver effective health services.,3,0,0.069932368,0.092638031,0.052631579,0.09076234,0,0.282104697,0.407928946,0
289,This is compounded by the fact that the Government is aiming at fiscal consolidation towards the end of the budget period (2014/15).,3,0,0.044908471,0.051254233,0,0,0,0.146667127,0,0
290,"A further finance challenge is that of the efficient use of resources, through appro-priate resource allocation and value for money of service delivery.",3,0.055318302,0.066206349,0.085753663,0,0.089828213,0,0.283535162,0.265619479,0
291,"It is worth noting that the reduced levels of donor support, whilst a threat to the provision of vital health services, could also represent an opportunity in that coordination may be easier with a smaller number of stakeholders.",3,0,0.054302528,0.075144807,0.043557169,0.037863477,0.050574713,0.252763805,0.310031016,0.046653144
292,Thus there is an oppor-tunity to strengthen national capacity of coordination at all levels.,3,0,0.10289712,0,0,0,0,0.060606061,0.101427453,0
293,Access to health services,3,0,0,0,0.126315789,0.109804084,0,0.795731995,0.892444573,0
294,Another main category of challenge is that of access to health services.,3,0,0,0,0.071770335,0.062388684,0,0.479412374,0.460973437,0
295,"Access is difficult due to the sparsely distributed population of Namibia, which makes it difficult to not only provide health service, but also adds additional transport costs to those who want to access services.",3,0,0,0,0.044834308,0.077947344,0,0.428428213,0.461445861,0.043287675
296,These extra transport costs are a particularly difficult barrier for those in poverty.,3,0,0,0,0,0,0.071788985,0.054770277,0.052663728,0.068215778
297,"Infrastructure, such as the road network and power supply, also impacts on access to key health services.",3,0,0.038235645,0,0.055727554,0.097968202,0.062745098,0.307945819,0.334070161,0
298,"A broader challenge relating to the access and use of health services is that of cul-ture; cultural factors often influence the populations decision to use health services or not, for example, whether to have a baby in a hospital or at home in the village or whether to take or reject ART.",3,0,0.027106227,0.031128254,0.113998083,0.216554063,0,0.48515277,0.490937615,0
299,"In terms of affordability as a constraint to access, the exemptions of vulnerable persons from paying fees should be ade-quately enforced.",3,0,0,0,0,0,0,0.08994804,0.092307692,0
300,Availability of health professionals,3,0,0,0,0.126315789,0,0,0.23030303,0.225641026,0
301,Another broad challenge relating to improved health outcomes is the availability of key health professionals.,3,0,0,0,0.129554656,0,0,0.214452214,0.205128205,0
302,"This relates not only to the miss-match of the supply and demand for skills in the health sector, but also attracting and retaining hu-man resource for health in the public sector.",3,0,0,0,0.100250627,0.187692631,0,0.191260905,0.146520147,0
303,Governance,3,0,0,0,0,0,0,0,0,0
304,Governance is also a challenge in the health sector in Namibia.,3,0,0,0,0.097744361,0,0,0.173160173,0.168498168,0
305,Partnership and coordination between the main stakeholders in the health sector is not being carried out adequately.,3,0,0,0,0.071770335,0,0,0.121212121,0.116550117,0
306,"Improved Governance would help enhance delivery across private, public and NGO providers.",3,0.07711036,0.109790465,0,0,0,0,0.057764898,0.055543171,0
307,Accountability is another issue that requires attention as the level of infrastructure and service provision is often reported as being inadequate.,3,0,0.129238347,0.055072464,0.057620524,0.109472453,0.066666667,0.286560202,0.306959966,0.120613075
308,HIV/AIDS and TB,3,0,0,1.57966544,0.122019934,0.122019934,0,0.327546573,0.320916075,0
309,Certain diseases remain a key barrier for progress on morbidity and mortality in Namibia.,3,0.195291919,0.095238095,0.206207748,0.119298246,0,0,0,0,0
310,Both communicable and non-communicable diseases are at unaccepta-bly high levels.,3,0,0.3764298,0.345810617,0.194331984,0,0,0,0.089256158,0
311,"In particular, HIV/AIDS remains one of the fundamental challeng-es, and the high prevalence has a devastating effect on not only overall mortality but also maternal/child mortality rates.",3,0.812598838,0.342933002,0.113901122,0.213861335,0.043309544,0,0.095773852,0.089143354,0
312,"Given limited resources, the Govern-ment should target key epidemic drivers and most at risk population groups.",3,0,0.035371942,0.137310444,0,0,0.054824975,0.03534436,0,0.051220565
313,"Another cause for concern is the prevalence of TB, which has only shown a mar-ginal decrease over the last 10 years.",3,0.067873303,0.426025342,0.195872321,0,0,0.229830099,0.04456328,0.079489679,0.161730947
314,"TB prevalence per 100,000 people in-creased from 657 in 2000 to 822 in 2004 but has since fallen to 565 in 2010.",3,0.128173238,0.308807732,0.344436994,0,0,0,0.106417242,0,0
315,Of particular challenge is the high TB/HIV co-infection rate and the emergence of drug resistant TB.,3,0.156306124,0.066495829,0.284128474,0,0.303002272,0,0,0.034268209,0
316,"Based on the above developments and challenges, Government aims at achiev-ing the following desired outcome by the year 2017:",3,0,0.226429003,0.187485449,0,0.06398719,0,0.105812774,0,0
317,"By 2017, Namibians have access to a quality health system, both in terms of prevention, cure, and rehabilitation, characterised by an improvement in healthy adjusted life expectancy (HALE) from baseline of 57 (2011) to 59 in 2017 (according to the World Health Organisation).",3,0,0.055068482,0.03223607,0.082934609,0,0.043019349,0.361822519,0.369333009,0.039539843
318,"The drivers of health outcomes are multifaceted and include factors such as in-come, sanitation, education and health service provision.",3,0,0,0,0.119298246,0.051851929,0,0.521825309,0.365090962,0.055378414
319,"It is important to rec-ognise the need for multi-sectoral approach that include not only the health sec-tor, but also improvements in poverty, education, sanitation, food security (through agriculture) and infrastructure.",3,0,0,0,0.042444822,0.039752019,0,0.12512219,0.194123414,0.04019401
320,Health financing,3,0,0,0,0.192982456,0,0,0.363636364,0.358974359,0
321,"Strategies will focus on the size, allocation and use of resources.",3,0,0,0.076225479,0,0.081871345,0,0.325684938,0.059438108,0
322,Innovative funding mechanisms should be used to increase total amount of resources allo-cated to the health sector and make up for reduced donor support.,3,0,0.067490326,0.132725155,0.050125313,0,0.333796988,0.1127049,0.138186397,0.310889351
323,"Such mecha-nisms could include the private sector, other Ministries (not simply health) or new revenue streams.",3,0,0,0.047960003,0.055727554,0,0,0.08912656,0.084464555,0.055154003
324,"The allocation and use of resources could be improved through use of PPPs where appropriate, to outsource health services to the most effective and efficient provider.",3,0,0,0.042876832,0.04805492,0.137883133,0,0.282171709,0.298901821,0
325,Ensuring an adequate supply of skilled medical health professionals,3,0,0,0,0.081871345,0.072759279,0,0.141414141,0.136752137,0
326,"The strategic interventions will focus on retention of staff, attracting new staff (and re-attracting health professionals who have left) and training staff in key priority areas.",3,0,0.036024845,0.041999615,0.09610984,0.04805492,0,0.109417328,0.102503596,0
327,"As highlighted in the skills chapter, the skills miss-match in Namib-ia is a big problem and this is also true in health sector.",3,0,0,0,0.052631579,0,0,0.120629629,0.078272605,0
328,Therefore training and attracting skills should relate to priority areas of demand.,3,0,0.114285714,0,0,0,0,0,0,0
329,Improved governance,3,0,0,0,0,0,0,0,0,0
330,To improve Governance in the health sector the legal and regulatory framework (<<) will be revised.,3,0,0,0,0.071770335,0,0,0.121212121,0.116550117,0
331,"Furthermore, coordination and partnership across all rele-vant stakeholders will be pursued, at national and regional Government level as well as public, private and NGO service providers.",3,0,0.056502283,0,0,0.038973672,0,0.194533262,0.177090575,0
332,Accountability will also be im-proved to ensure service delivery in the sector.,3,0.086392163,0.128354071,0,0,0.071169314,0,0.481977987,0.466088602,0
333,Access to health facilities,3,0,0,0,0.126315789,0,0,0.455289787,0.558893907,0
334,"To improve access to health services the focus will be on distance, affordability and acceptance.",3,0,0,0,0.071770335,0.062388684,0,0.418806313,0.460973437,0
335,"Distance relates to the need for innovative service delivery to ensure universal access, especially in rural areas.",3,0.062368674,0.124004571,0,0,0.048442978,0,0.392894198,0.414575087,0
336,Appropriate construction of health infrastructure is also a key component in the delivery of health services.,3,0.062368674,0.080307092,0,0.111455108,0.102641134,0,0.394983288,0.374322624,0
337,"Affordability relates to the need to not only have affordable services (which is covered under the user fee policy and medical aid schemes) but also to ensure those in need can reach the clinics, health centres and district hospitals (transport costs).",3,0,0.081355129,0.037868163,0.083446144,0.120342677,0,0.445734064,0.308558643,0
338,This aspect is very much related to poverty levels and overlaps with the strategies in the poverty chapter of the plan.,3,0,0.120295184,0,0,0,0,0.599148132,0.119008211,0
339,"Acceptance of services is another important component in the use of health services; it is important to foster a culture of health service use, so that people recognise the need to ac-cess.",3,0.050534252,0.082182703,0,0.084889643,0.316200557,0,0.68720688,0.609243038,0
340,A reduction in morbidity and mortality,3,0.376634416,0.228571429,0,0.126315789,0,0,0,0,0
341,"Key diseases, particularly the most damaging communicable and non-communicable diseases, such as lifestyle diseases will be focused on.",3,0,0,1.022038456,0.388663968,0,0,0,0,0
342,"Emphasis will be placed on targeting the root causes of disease prevalence, such as life-style factors, rather than simply treatment.",3,0,0.081745255,0.240935536,0.159854093,0.104126539,0.055672099,0.043047734,0.078053407,0.052192593
343,Extreme poverty,4,0,0,0,0,0,0,0,0,0
344,"Namibia continues to be characterised by poverty in the midst of plenty re-sources, despite the Poverty Reduction Strategy and the Poverty Reduction Ac-tion Programme in place for a decade, which tackle inequality and poverty from various angles.",4,0,0,0,0.040279535,0,0,0.220004034,0.049014158,0
345,Substantial budgetary allocations to the Ministry of Education and the Ministry of Health and Social Services have aimed at forming a well-educated and healthy population with choices in life.,4,0,0.064138584,0,0.046315789,0.040261497,0.047321284,0.242907662,0.193979214,0.043841778
346,"As described in the respec-tive NDP4 Chapters, outcomes have not always met the high expectations, how-ever.",4,0,0.110270513,0,0,0,0,0,0,0
347,"At the same time, Government has pursued macroeconomic stability, in-cluding fiscal discipline, in order to create an attractive environment for domes-tic and foreign direct investment that will create employment opportunities for school-leavers and migrants from Namibia‰Ûªs rural areas.",4,0,0.024924012,0,0.033119377,0.070073464,0,0.228092559,0.084257428,0
348,Substantial investment in infrastructure ‰ÛÒ from transport and water to electricity and telecommunica-tions ‰ÛÒ has supported the drive to establish an environment that would enable the private sector to flourish.,4,0,0,0.04173913,0,0,0,0.031766761,0.058614535,0.140736516
349,"Nonetheless, Government has been aware that these policies will not immediately create the number of decent jobs and income needed to improve the standard of living for all.",4,0.067873303,0.087394958,0,0,0,0.062745098,0.1154821,0,0.058823529
350,"Government has, therefore, ex-panded the social protection system to prevent and alleviate poverty and vulner-ability.",4,0,0,0,0,0,0,0.198016683,0.08109373,0
351,"The social protection system comprises benefits from a contributory social secu-rity scheme consisting of maternity leave, sick leave, and once-off death and dis-ability payments.",4,0,0.063054187,0.073976892,0,0,0.050574713,0.236889039,0.057724355,0.046653144
352,"While the contributions as a share of gross salary have re-mained stable, benefits have been increased since the system‰Ûªs inception.",4,0,0.176035987,0.253033053,0,0,0,0.128774641,0,0
353,"In addition, Government has introduced a progressive tax system, in which tax rates increase according to taxable income.",4,0.176227493,0,0,0,0,0,0.15701028,0,0
354,A tax threshold exempts low -income earners from having to pay income tax.,4,0,0.095238095,0,0,0,0,0.046999981,0.089480734,0
355,This threshold has been adjusted upward to account for inflationary salary increments.,4,0,0,0,0,0,0,0,0,0
356,"While these measures provide low-income earners with some kind of protection, they benefit the formal labour market only ‰ÛÒ i.e. not the large number of infor-mal sector employees or the unemployed.",4,0.05144943,0.118158858,0.033997726,0,0,0.137750301,0.028783849,0.055588444,0.126828921
